"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCA_001614485.1_ASM161448v1_genomic","GCA_001683595.1_NGF2_genomic","GCA_001891695.1_ASM189169v1_genomic","GCA_001891995.1_ASM189199v1_genomic","GCA_001901445.1_ASM190144v1_genomic","GCA_001911775.1_ASM191177v1_genomic"
"pglD","","UDP-N-acetylbacillosamine N-acetyltransferase","1","1","1","63","6546","46","5","","620","620","620","GCA_001614485_03835","","","","",""
"legI","","N,N'-diacetyllegionaminic acid synthase","1","1","1","63","6547","46","6","","1037","1037","1037","GCA_001614485_03836","","","","",""
"neuA","","N-acylneuraminate cytidylyltransferase","1","1","1","63","6548","46","7","","1259","1259","1259","GCA_001614485_03837","","","","",""
"neuC","","Polysialic acid biosynthesis protein P7","1","1","1","63","6549","46","8","","1187","1187","1187","GCA_001614485_03838","","","","",""
"group_2641","","hypothetical protein","1","1","1","63","6550","46","9","","131","131","131","GCA_001614485_03839","","","","",""
"group_2642","","hypothetical protein","1","1","1","63","6551","46","10","","1007","1007","1007","GCA_001614485_03840","","","","",""
"group_2643","","hypothetical protein","1","1","1","63","6552","46","11","","1052","1052","1052","GCA_001614485_03841","","","","",""
"group_2644","","hypothetical protein","1","1","1","63","6553","46","12","","1010","1010","1010","GCA_001614485_03842","","","","",""
"group_2645","","hypothetical protein","1","1","1","63","6554","46","13","","341","341","341","GCA_001614485_03843","","","","",""
"group_2646","","hypothetical protein","1","1","1","63","6555","46","3","","284","284","284","GCA_001614485_03844","","","","",""
"group_2647","","hypothetical protein","1","1","1","63","6556","46","2","","743","743","743","GCA_001614485_03845","","","","",""
"pglH","","GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase","1","1","1","63","6557","46","1","","1070","1070","1070","GCA_001614485_03846","","","","",""
"group_2650","","hypothetical protein","1","1","1","63","7903","3","54","","2027","2027","2027","GCA_001614485_03894","","","","",""
"group_2657","","hypothetical protein","1","1","1","63","1367","139","1","","221","221","221","GCA_001614485_03960","","","","",""
"group_2658","","hypothetical protein","1","1","1","63","1366","139","2","","377","377","377","GCA_001614485_03961","","","","",""
"mshD","","Mycothiol acetyltransferase","1","1","1","63","1355","199","1","","488","488","488","GCA_001614485_03969","","","","",""
"group_2665","sfmH","putative fimbrial-like protein SfmH","1","1","1","63","1325","17","4","","1121","1121","1121","GCA_001614485_03988","","","","",""
"group_2666","","hypothetical protein","1","1","1","63","1326","17","3","","710","710","710","GCA_001614485_03989","","","","",""
"group_2667","","hypothetical protein","1","1","1","63","1327","17","2","","632","632","632","GCA_001614485_03990","","","","",""
"group_2668","","hypothetical protein","1","1","1","63","1328","17","1","","605","605","605","GCA_001614485_03991","","","","",""
"group_2669","","hypothetical protein","1","1","1","63","624","184","1","","698","698","698","GCA_001614485_03997","","","","",""
"group_267","","hypothetical protein","1","1","1","63","6667","390","1","","632","632","632","","","","","","GCA_001911775_00431"
"group_2673","","hypothetical protein","1","1","1","63","639","236","1","","563","563","563","GCA_001614485_04015","","","","",""
"group_2675","coaA_1","Pantothenate kinase","1","1","1","63","7704","222","1","","713","713","713","GCA_001614485_04034","","","","",""
"group_2680","","hypothetical protein","1","1","1","63","7813","3","36","","425","425","425","GCA_001614485_04076","","","","",""
"group_2683","","Hydroxypyruvate reductase","1","1","1","63","8102","3","31","","947","947","947","GCA_001614485_04082","","","","",""
"group_2686","ygeX","Diaminopropionate ammonia-lyase","1","1","1","63","7774","280","1","","1292","1292","1292","GCA_001614485_04124","","","","",""
"group_2688","","hypothetical protein","1","1","1","70","2","107","3","","497","497","497","GCA_001614485_04709","","","","",""
"group_2689","","hypothetical protein","1","1","1","63","5550","4","38","","515","515","515","GCA_001614485_04142","","","","",""
"group_269","","hypothetical protein","1","1","1","63","3341","1","482","","848","848","848","","","","GCA_001891995_03011","",""
"group_2691","","hypothetical protein","1","1","1","63","2862","168","1","","920","920","920","GCA_001614485_04244","","","","",""
"group_2692","","hypothetical protein","1","1","1","63","2863","168","2","","215","215","215","GCA_001614485_04245","","","","",""
"group_2693","yadC","putative fimbrial-like protein YadC","1","1","1","63","2877","42","1","","1265","1265","1265","GCA_001614485_04248","","","","",""
"group_2698","fhuA_2","Ferrichrome-iron receptor","1","1","1","63","2891","208","1","","2189","2189","2189","GCA_001614485_04263","","","","",""
"group_2699","","hypothetical protein","1","1","1","63","2816","247","1","","218","218","218","GCA_001614485_04276","","","","",""
"group_2700","","hypothetical protein","1","1","1","63","2910","193","1","","812","812","812","GCA_001614485_04278","","","","",""
"group_2701","","hypothetical protein","1","1","1","63","2930","","","","752","752","752","GCA_001614485_04297","","","","",""
"group_272","","hypothetical protein","1","1","1","118","64","761","91","","686","686","686","","","","","GCA_001901445_04692",""
"group_2727","","hypothetical protein","1","1","1","63","1641","1","491","","842","842","842","GCA_001614485_04492","","","","",""
"group_273","","hypothetical protein","1","1","1","63","3140","1","131","","407","407","407","","","","","GCA_001901445_04647",""
"group_2730","","hypothetical protein","1","1","1","63","965","231","1","","260","260","260","GCA_001614485_04518","","","","",""
"lpfD","","putative minor fimbrial subunit LpfD","1","1","1","63","968","34","4","","1070","1070","1070","GCA_001614485_04557","","","","",""
"group_274","","hypothetical protein","1","1","1","63","3119","1","153","","206","206","206","","","","","GCA_001901445_04634",""
"group_2742","ompC","Outer membrane protein C","1","1","1","63","6307","279","1","","1127","1127","1127","GCA_001614485_04605","","","","",""
"group_2753","","hypothetical protein","1","1","1","70","4","107","4","","344","344","344","GCA_001614485_04710","","","","",""
"group_2754","rhsC_2","Putative deoxyribonuclease RhsC","1","1","1","87","1","136","2","Investigate","596","596","596","GCA_001614485_04714","","","","",""
"group_2755","","hypothetical protein","1","1","1","87","2","136","1","Investigate","326","326","326","GCA_001614485_04715","","","","",""
"group_2757","","hypothetical protein","1","1","1","81","2","167","1","Investigate","1022","1022","1022","GCA_001614485_04717","","","","",""
"group_2758","","hypothetical protein","1","1","1","81","1","167","2","Investigate","497","497","497","GCA_001614485_04718","","","","",""
"group_2759","","hypothetical protein","1","1","1","79","2","149","2","Investigate","785","785","785","GCA_001614485_04719","","","","",""
"group_2760","","hypothetical protein","1","1","1","80","2","145","1","Investigate","713","713","713","GCA_001614485_04721","","","","",""
"group_2763","","hypothetical protein","1","1","1","63","2195","1","271","","680","680","680","GCA_001614485_04729","","","","",""
"group_2764","","hypothetical protein","1","1","1","63","2194","1","270","","257","257","257","GCA_001614485_04730","","","","",""
"group_2765","","hypothetical protein","1","1","1","71","2","111","3","","368","368","368","GCA_001614485_04732","","","","",""
"group_2766","","hypothetical protein","1","1","1","83","1","155","1","Investigate","590","590","590","GCA_001614485_04734","","","","",""
"group_2767","","hypothetical protein","1","1","1","75","2","130","2","","896","896","896","GCA_001614485_04739","","","","",""
"group_2768","","hypothetical protein","1","1","1","75","1","130","3","","452","452","452","GCA_001614485_04740","","","","",""
"group_2769","","hypothetical protein","1","1","1","78","1","133","1","Investigate","821","821","821","GCA_001614485_04743","","","","",""
"group_277","","hypothetical protein","1","1","1","63","2984","5","53","","185","185","185","","","","","","GCA_001911775_02978"
"group_2770","","hypothetical protein","1","1","1","63","5540","4","40","","785","785","785","GCA_001614485_04744","","","","",""
"group_2772","","hypothetical protein","1","1","1","63","3316","1","810","","206","206","206","GCA_001614485_04754","","","","",""
"bmrA","","Multidrug resistance ABC transporter ATP-binding/permease protein BmrA","1","1","1","69","1","103","1","","611","611","611","GCA_001614485_04758","","","","",""
"group_2774","","hypothetical protein","1","1","1","69","2","103","2","","290","290","290","GCA_001614485_04759","","","","",""
"proQ_2","","RNA chaperone ProQ","1","1","1","69","3","103","3","","665","665","665","GCA_001614485_04760","","","","",""
"group_2776","","hypothetical protein","1","1","1","68","1","101","3","","434","434","434","GCA_001614485_04764","","","","",""
"group_2777","","hypothetical protein","1","1","1","72","3","112","3","","224","224","224","GCA_001614485_04765","","","","",""
"pknB","","Serine/threonine-protein kinase PknB","1","1","1","72","2","112","2","","1298","1298","1298","GCA_001614485_04766","","","","",""
"group_2779","","hypothetical protein","1","1","1","72","1","112","1","","233","233","233","GCA_001614485_04767","","","","",""
"group_278","rhsB_2","putative deoxyribonuclease RhsB","1","1","1","63","7264","5","46","","2501","2501","2501","","","","","GCA_001901445_02086",""
"group_2780","","hypothetical protein","1","1","1","63","6883","1","1766","","422","422","422","GCA_001614485_04768","","","","",""
"group_2781","","hypothetical protein","1","1","1","63","1784","1","503","","686","686","686","GCA_001614485_04782","","","","",""
"group_2782","","hypothetical protein","1","1","1","63","1785","1","504","","278","278","278","GCA_001614485_04783","","","","",""
"group_2783","cbtA_4","Cytoskeleton-binding toxin CbtA","1","1","1","63","1786","1","505","","377","377","377","GCA_001614485_04784","","","","",""
"group_2786","","hypothetical protein","1","1","1","63","3768","134","2","","266","266","266","GCA_001614485_04791","","","","",""
"group_2787","","hypothetical protein","1","1","1","63","3769","134","1","","371","371","371","GCA_001614485_04792","","","","",""
"group_2788","","hypothetical protein","1","1","1","74","3","131","1","","1139","1139","1139","GCA_001614485_04802","","","","",""
"group_2789","","hypothetical protein","1","1","1","74","2","131","2","","911","911","911","GCA_001614485_04803","","","","",""
"group_2790","xerC_4","Tyrosine recombinase XerC","1","1","1","74","1","131","3","","998","998","998","GCA_001614485_04804","","","","",""
"group_2792","","hypothetical protein","1","1","1","63","5538","4","43","","182","182","182","GCA_001614485_04807","","","","",""
"group_2797","tsaC","Threonylcarbamoyl-AMP synthase","1","1","1","63","1141","295","1","","677","677","677","GCA_001614485_04843","","","","",""
"group_2798","","hypothetical protein","1","1","1","63","1653","1","522","","530","530","530","GCA_001614485_04847","","","","",""
"group_28","","hypothetical protein","1","1","1","63","6882","1","1768","","3479","3479","3479","","","GCA_001891695_04583","","",""
"sucD_3","","Succinate--CoA ligase [ADP-forming] subunit alpha","1","1","1","63","7920","1","417","","1559","1559","1559","GCA_001614485_01284","","","","",""
"group_2800","","hypothetical protein","1","1","1","63","4325","1","1372","","542","542","542","","GCA_001683595_00002","","","",""
"group_2801","","hypothetical protein","1","1","1","63","4326","1","1373","","251","251","251","","GCA_001683595_00003","","","",""
"group_2802","","hypothetical protein","1","1","1","63","4327","1","1374","","227","227","227","","GCA_001683595_00004","","","",""
"group_2803","","hypothetical protein","1","1","1","63","4328","1","1375","","299","299","299","","GCA_001683595_00005","","","",""
"group_2804","","hypothetical protein","1","1","1","63","4329","1","1376","","350","350","350","","GCA_001683595_00006","","","",""
"group_2805","","hypothetical protein","1","1","1","63","4330","1","1377","","137","137","137","","GCA_001683595_00007","","","",""
"group_2806","","hypothetical protein","1","1","1","63","4331","1","1378","","248","248","248","","GCA_001683595_00008","","","",""
"group_2807","","hypothetical protein","1","1","1","63","4332","1","1379","","347","347","347","","GCA_001683595_00009","","","",""
"group_2808","","hypothetical protein","1","1","1","63","4333","1","1380","","497","497","497","","GCA_001683595_00010","","","",""
"group_2809","","hypothetical protein","1","1","1","63","4334","1","1381","","1229","1229","1229","","GCA_001683595_00011","","","",""
"group_281","","hypothetical protein","1","1","1","63","7911","1","432","","347","347","347","GCA_001614485_00084","","","","",""
